3535;Hóvirág                
3525;Hősök
3526;Huba                   
3534;Hunfalvy Pál           
3530;Hunyadi János          
3526;Huszár                 
3531;Hutás                  
3535;Ibolya                 
3526;id. Rubik Ernő
3529;Ifjúság                
3508;Igazság                
3519;Iglói                  
3525;Ilona
3532;Illyés Gyula           
3519;Imreh Zsigmond         
3528;Ipoly                  
3530;Irányi Dániel          
3534;Irinyi János           
3529;Írisz                  
3533;Irma                   
3519;Isaszeg                
3528;Iskola                 
3501;Istenhegy              
3528;Istvánffy Gyula        
3534;Iván                   
3508;Izsó Miklós            
3535;János                  
3531;Jánosi Ferenc          
3533;Jászai Mari            
3529;Jászi Oszkár           
3517;Jávorkút
3535;Jázmin                 
3533;Jedlik Ányos           
3508;Jegenyés               
3532;Jégvirág
3528;Jendrassik György      
3521;Jenke                  
3521;Jenkei                 
3519;Jogász                 
3525;Jókai Mór              
3518;Jónáshegy
3524;Jósika Miklós          
3528;Jósva                  
3518;Jószerencse            
3531;József                 
3527;József Attila          
3518;Juhar
3535;Juhász Gyula           
3533;Kabar                  
3532;Kabók Lajos            
3534;Kacsóh Pongrác         
3516;Kaffka Margit          
3525;Kakas-hegy
3532;Kalapács               
3531;Kalló                  
3530;Kálvin János           
3528;Kamilla
3501;Kánás                  
3530;Kandia                 
3527;Kandó Kálmán           
3534;Kandó Kálmán           
3529;Kankalin               
3535;Kankós                 
3508;Kapitány               
3508;Káplár                 
3528;Kapos                  
3521;Kaptár                 
3535;Karabély               
3531;Karacs Teréz           
3535;Karinthy Frigyes       
3508;Károli Gáspár          
3532;Károly                 
3519;Károlyi Mihály         
3534;Kárpáti                
3516;Kárpitos               
3527;Kartács                
3526;Kassai                 
3521;Kassák Lajos           
3527;Katalin                
3530;Katalin                
3519;Katona József          
3526;Katowice               
3532;Kavics                 
3525;Kazinczy Ferenc        
3508;Kázmér                 
3521;Kelet                  
3534;Kemény                 
3534;Kempelen Farkas        
3532;Kerekhegy
3533;Kerpely Antal          
3508;Kertész                
3519;Késmárki               
3533;Kikerics
3533;Kilencedik             
3527;Kinizsi Pál            
3529;Kinizsi Pál            
3530;Király                 
3530;Kisavas                
3535;Kisbakos
3519;Kisbenedek             
3518;Kiserenyő
3528;Kisfaludy Károly       
3532;Kishajtás              
3519;Kishonti               
3525;Kis-Hunyad             
3532;Kiskirályhegy
3501;Kiskőbánya             
3525;Kiskőbánya
3525;Kiskőbányaszőlő        
3519;Kis Kőkötő              
3533;Kismagashegy
3531;Kiss Ernő              
3519;Kiss József            
3534;Kiss Tábornok          
3519;Kisszentbenedek
3535;Kisszilvás
3524;Klapka György          
3519;Kmetty János           
3529;Knézich Károly         
3508;Koboz                  
3519;Kócsag                 
3518;Kodály Zoltán          
3532;Kohász                 
3532;Kohó                   
3533;Kokilla                
3526;Kolozsvári             
3533;Komlós
3518;Koncsorgó              
3535;Kondor Béla            
3527;Kont István            
3530;Kont István            
3528;Koppány                
3529;Korach Mór             
3533;Kórház                 
3530;Kóris Kálmán           
3521;Koromházi              
3529;Kós Károly             
3525;Kossuth Lajos          
3517;Kosztolányi Dezső
3516;Kovács                 
3516;Kozma Andor            
3508;Kő                     
3535;Kökény                 
3524;Kölcsey Ferenc         
3535;Köln
3534;Költő                  
3516;Kőműves                
3533;Könyves Kálmán         
3534;Könyves Kálmán         
3518;Kőpad                  
3531;Kőporos                
3528;Kőris                  
3535;Körmöci                
3528;Kőrös                  
3527;Kőrösi Csoma Sándor    
3525;Közdomb
3530;Közép                  
3531;Középruzsin            
3501;Középszentgyörgy       
3529;Középszer              
3534;Köztársaság            
3533;Kristály               
3533;Krókusz
3527;Kruspér István         
3535;Kuruc                  
3532;Kutyorvölgy
3519;Külső csabai
3508;Kürt                   
3528;Laborc                 
3525;Laborfalvi Róza        
3532;Laczkó
3533;Ládi                   
3528;Lahner György          
3530;Lajos                  
3528;Lajos Árpád
3528;Lajta                  
3516;Lakatos                
3534;Lankás                 
3534;Lant
3534;Lányi Ernő             
3530;Latabár                
3527;Latabár Endre          
3526;Latkóczi Lajos         
3528;Latorca                
3518;Lauday János           
3516;Lavotta                
3529;Lázár Vilmos           
3516;Lehár Ferenc           
3526;Lehel                  
3530;Leiningen Károly       
3533;Lejtő
3516;Lengyászó
3530;Lenke                  
3519;Lenkey Zoltán          
3524;Leszih Andor           
3519;Léva                   
3529;Lévay József           
3528;Levél                  
3531;Levendula
3526;Leventevezér           
3519;Lilaakác
3533;Liliom
3534;Lilla                  
3516;Lippa
3518;Liszkay Gusztáv        
3532;Liszt Ferenc           
3528;Lokomotív              
3533;Lomb                   
3533;Lónyay Menyhért        
3533;Lórántffy Zsuzsanna    
3517;Losonczy István        
3526;Lovarda                
3519;Lőcsei                 
3531;Lővei                  
3518;Lugas                  
3517;Lux Kálmán             
3532;Lyukóbánya             
3532;Lyukókitérő
3532;Lyukóoldal
3532;Lyukóvölgy Gulyakút
