CODE;NUTS_3
BBG1668;MT001
BBG1669;MT001
BBG1670;MT001
BBG1671;MT001
BBG1680;MT001
BBG1681;MT001
BBG1682;MT001
BBG1683;MT001
BBG1684;MT001
BBG1685;MT001
BBG1686;MT001
BBG1687;MT001
BBG1688;MT001
BBG1689;MT001
BBG1690;MT001
BBG1691;MT001
BBG1700;MT001
BBG1701;MT001
BBG1702;MT001
BBG1703;MT001
BBG1710;MT001
BBG1711;MT001
BBG1712;MT001
BBG1713;MT001
BBG1714;MT001
BBG1716;MT001
BBG1718;MT001
BBG1719;MT001
BBG1720;MT001
BBG1721;MT001
BBG1722;MT001
BBG1723;MT001
BBG1724;MT001
BBG1725;MT001
BBG1730;MT001
BBG1731;MT001
BBG1732;MT001
BBG1733;MT001
BBG1740;MT001
BBG1741;MT001
BBG1742;MT001
BBG1743;MT001
BBG1750;MT001
BBG1751;MT001
BBG1752;MT001
BBG1753;MT001
BBG1754;MT001
BBG1755;MT001
BBG1756;MT001
BBG1757;MT001
BBG1758;MT001
BBG1759;MT001
BBG1760;MT001
BBG1761;MT001
BBG1762;MT001
BBG1763;MT001
BBG1764;MT001
BBG1765;MT001
BBG1767;MT001
BBG1770;MT001
BBG1771;MT001
BBG1772;MT001
BBG1773;MT001
BBG1774;MT001
BBG1775;MT001
BBG1780;MT001
BBG1801;MT001
BBG1803;MT001
BBG1805;MT001
BBG1807;MT001
BBG1808;MT001
BBG1809;MT001
BBG1810;MT001
BBG1811;MT001
BBG1814;MT001
BBG1820;MT001
BBG1821;MT001
BBG1833;MT001
BBG1835;MT001
BBG1836;MT001
BBG1837;MT001
BBG1840;MT001
BBG1841;MT001
BBG1842;MT001
BBG1843;MT001
BBG1844;MT001
BBG1845;MT001
BBG1846;MT001
BBG1847;MT001
BBG1850;MT001
BBG1851;MT001
BBG1852;MT001
BBG1853;MT001
BBG1900;MT001
BBG1901;MT001
BBG1902;MT001
BBG1903;MT001
BBG1904;MT001
BBG1905;MT001
BBG1906;MT001
BBG1907;MT001
BBG1908;MT001
BBG1909;MT001
BBG1910;MT001
BBG1912;MT001
BBG1913;MT001
BBG1914;MT001
BBG1915;MT001
BBG1920;MT001
BBG1921;MT001
BBG1922;MT001
BBG1923;MT001
BBG1924;MT001
BBG1925;MT001
BBG1926;MT001
BBG1928;MT001
BBG1929;MT001
BBG1930;MT001
BBG1931;MT001
BBG1933;MT001
BBG1934;MT001
BBG1935;MT001
BBG1940;MT001
BBG1941;MT001
BBG1942;MT001
BBG1943;MT001
BBG1950;MT001
BBG1952;MT001
BBG1953;MT001
BBG1960;MT001
BBG1961;MT001
BBG1962;MT001
BBG1963;MT001
BBG2010;MT001
BBG2020;MT001
BBG2021;MT001
BBG2022;MT001
BBG2023;MT001
BBG2024;MT001
BBG2025;MT001
BBG2026;MT001
BBG2027;MT001
BBG2028;MT001
BBG2029;MT001
BBG2030;MT001
BBG2031;MT001
BBG2032;MT001
BBG2040;MT001
BBG2041;MT001
BBG2042;MT001
BBG2043;MT001
BBG2050;MT001
BBG2051;MT001
BBG2052;MT001
BBG2053;MT001
BBG2060;MT001
BBG2061;MT001
BBG2062;MT001
BBG2063;MT001
BBG2100;MT001
BBG2101;MT001
BBG2102;MT001
BBG2104;MT001
BBG2106;MT001
